GDLIN,OBRAT,BLACK,HISPAN,MARRIED,LOANPRC,fit,se.fit
0,32.38381845841785,1,0,0,2.105,0.33356513575348684,0.09711496057227148
0,32.38381845841785,1,0,0,4.681141414141414,0.3257445614333402,0.09425653441408519
0,32.38381845841785,1,0,0,7.257282828282827,0.31799993137860927,0.0914225195424788
0,32.38381845841785,1,0,0,9.833424242424242,0.3103340868953577,0.08861692852214235
0,32.38381845841785,1,0,0,12.409565656565656,0.3027497672317161,0.0858436998585072
0,32.38381845841785,1,0,0,14.98570707070707,0.29524960682503676,0.08310669140972354
0,32.38381845841785,1,0,0,17.561848484848483,0.28783613277288533,0.08040967378355895
0,32.38381845841785,1,0,0,20.137989898989897,0.2805117625313086,0.07775632363725318
0,32.38381845841785,1,0,0,22.71413131313131,0.2732788018431399,0.0751502167803798
0,32.38381845841785,1,0,0,25.290272727272725,0.26613944289843644,0.07259482096142819
0,32.38381845841785,1,0,0,27.86641414141414,0.25909576272847146,0.07009348819861995
0,32.38381845841785,1,0,0,30.442555555555554,0.25214972183403284,0.06764944649521965
0,32.38381845841785,1,0,0,33.01869696969696,0.24530316304812416,0.0652657907605151
0,32.38381845841785,1,0,0,35.59483838383838,0.23855781063250645,0.06294547274146269
0,32.38381845841785,1,0,0,38.17097979797979,0.2319152696068795,0.06069128975909544
0,32.38381845841785,1,0,0,40.74712121212121,0.22537702530887094,0.058505872041264215
0,32.38381845841785,1,0,0,43.32326262626262,0.21894444318238812,0.05639166845297683
0,32.38381845841785,1,0,0,45.89940404040403,0.2126187687912893,0.054350930452090634
0,32.38381845841785,1,0,0,48.47554545454545,0.2064011280547544,0.0523856941465017
0,32.38381845841785,1,0,0,51.05168686868686,0.20029252770017822,0.05049776040450907
0,32.38381845841785,1,0,0,53.627828282828276,0.19429385592887233,0.04868867307746185
0,32.38381845841785,1,0,0,56.203969696969686,0.188405883289356,0.04695969553640267
0,32.38381845841785,1,0,0,58.780111111111104,0.18262926375252786,0.04531178590276768
0,32.38381845841785,1,0,0,61.356252525252515,0.176964535982556,0.043745571563658166
0,32.38381845841785,1,0,0,63.932393939393926,0.17141212479689283,0.042261323795430045
0,32.38381845841785,1,0,0,66.50853535353535,0.16597234280842285,0.04085893355915604
0,32.38381845841785,1,0,0,69.08467676767677,0.16064539224238117,0.039537889754430115
0,32.38381845841785,1,0,0,71.66081818181817,0.15543136692034273,0.03829726139418256
0,32.38381845841785,1,0,0,74.23695959595959,0.15033025440327516,0.03713568525911888
0,32.38381845841785,1,0,0,76.81310101010101,0.14534193828537417,0.03605136057338213
0,32.38381845841785,1,0,0,79.38924242424243,0.14046620063015708,0.03504205208725975
0,32.38381845841785,1,0,0,81.96538383838383,0.13570272454008273,0.034105102645977624
0,32.38381845841785,1,0,0,84.54152525252525,0.1310510968507872,0.03323745587287782
0,32.38381845841785,1,0,0,87.11766666666666,0.12651081094088357,0.03243568902986659
0,32.38381845841785,1,0,0,89.69380808080807,0.12208126964815948,0.03169605548830788
0,32.38381845841785,1,0,0,92.26994949494949,0.11776178828293021,0.031014535614983896
0,32.38381845841785,1,0,0,94.8460909090909,0.11355159772925531,0.03038689432090306
0,32.38381845841785,1,0,0,97.42223232323232,0.10944984762471179,0.0298087430992853
0,32.38381845841785,1,0,0,99.99837373737373,0.10545560960942951,0.029275604138679003
0,32.38381845841785,1,0,0,102.57451515151514,0.10156788063514019,0.028782974058021486
0,32.38381845841785,1,0,0,105.15065656565656,0.09778558632506183,0.028326384964972473
0,32.38381845841785,1,0,0,107.72679797979796,0.09410758437554119,0.027901460855085984
0,32.38381845841785,1,0,0,110.30293939393938,0.0905326679905047,0.027503967798649304
0,32.38381845841785,1,0,0,112.8790808080808,0.08705956933991767,0.027129856848553107
0,32.38381845841785,1,0,0,115.45522222222222,0.08368696303363093,0.02677529909287641
0,32.38381845841785,1,0,0,118.03136363636362,0.0804134696021913,0.02643671272589353
0,32.38381845841785,1,0,0,120.60750505050504,0.07723765897641303,0.026110782390273705
0,32.38381845841785,1,0,0,123.18364646464646,0.07415805395774945,0.025794471334995673
0,32.38381845841785,1,0,0,125.75978787878786,0.07117313367176102,0.02548502713434895
0,32.38381845841785,1,0,0,128.33592929292928,0.0682813369972549,0.025179981829516255
0,32.38381845841785,1,0,0,130.91207070707068,0.0654810659639612,0.024877147398072015
0,32.38381845841785,1,0,0,133.4882121212121,0.06277068911191805,0.02457460744375544
0,32.38381845841785,1,0,0,136.06435353535352,0.06014854480605588,0.024270705944975816
0,32.38381845841785,1,0,0,138.64049494949492,0.05761294449980057,0.023964033820237103
0,32.38381845841785,1,0,0,141.21663636363633,0.05516217594185384,0.023653413974245176
0,32.38381845841785,1,0,0,143.79277777777776,0.05279450632065623,0.023337885389393957
0,32.38381845841785,1,0,0,146.36891919191916,0.05050818534139055,0.023016686730471594
0,32.38381845841785,1,0,0,148.94506060606057,0.04830144823074088,0.022689239840309235
0,32.38381845841785,1,0,0,151.521202020202,0.04617251866498429,0.022355133423340195
0,32.38381845841785,1,0,0,154.0973434343434,0.04411961161735414,0.022014107143826442
0,32.38381845841785,1,0,0,156.67348484848483,0.04214093612097789,0.021666036306004506
0,32.38381845841785,1,0,0,159.24962626262624,0.04023469794405441,0.021310917234086603
0,32.38381845841785,1,0,0,161.82576767676764,0.03839910217429609,0.020948853430010097
0,32.38381845841785,1,0,0,164.40190909090907,0.036632355710018376,0.020580042554948635
0,32.38381845841785,1,0,0,166.97805050505048,0.034932669655611086,0.020204764255711903
